
Project								Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
			BB17-MX0098-01					BB17-MX0098-01	SHCS HEX, M6X30, A4-80	DepReq	ProjSt			-8					26.01.2023	P01	            10458594		BC5	EA	            150
			10335821					10335821	WIRE FLEXLITE FLHTC0311-16-0	DepReq	ProjSt			-150					26.01.2023	C02	            10458594		BC5	M	            100
			10236326					10236326	WIRE FLEXLITE FLHTC0311-16-9	DepReq	ProjSt			-150					26.01.2023	C02	            10458594		BC0	M	            120

		10132422						10132422	SCM MOUNTING BASE (SCMMB) - STATOIL	OrdRes	PldOrd	          112501512		-1	              1	23.02.2023	02.03.2023	14.04.2023	14.04.2023	A26	             8451718	           30		EA

			10048665					10048665	BASEPLATE SCMMB (iCON MONOLOCK)	DepReq	PurRqs	           16155770	                  10	-1	              2	30.09.2022		02.03.2023	02.03.2023	M01	            10458123		BC3	EA	            150
			BB18-081012-06					BB18-081012-06	GUIDE LINER - 51MM DIA	DepReq	ProjSt			-2					02.03.2023	M01	            10458123		BC3	EA	            159
			BB18-KC1013-01					BB18-KC1013-01	RECIEVER SPACER MONOLOCK BASE	DepReq	POitem	         4501739406	                  20	-2	              4			08.11.2022	02.03.2023	M01	            10458123		BC3	EA	            233
			BB18-KM0959-01					BB18-KM0959-01	PIN STAND-OFF, DIA=20MM, L=108.3/108.4MM	DepReq	POitem	         4501741688	                  20	-4	              8			28.12.2022	02.03.2023	M01	            10458123		BC3	EA	            190
			10050691					10050691	MOUNTING PLATE ELECTRICAL CONNECTOR 4WAY	DepReq	POitem	         4501738528	                  20	-2	              4			18.11.2022	02.03.2023	C03	            10458123		BC3	EA	            150
			10062316					10062316	RECEIVER (SHORT) - LOCKDOWN PROBE	DepReq	POitem	         4501733211	                  20	-1	              2			30.12.2022	02.03.2023	M01	            10458123		U30	EA	            219
			BB18-081052-01					BB18-081052-01	RETAINING PLATE RECEIVER	DepReq	POitem	         4501741691	                  20	-1	              2			21.12.2022	02.03.2023	M01	            10458123		BC3	EA	             96
			BB17-080101-68					BB17-080101-68	DOWEL - PIN 20MM DIA (P6) X 60MM LG ST S	DepReq	ProjSt			-2					02.03.2023	P01	            10458123		BC5	EA	            202
			10109267					10109267	SCMMB PROTECTIVE COVER (MONOLOCK)	DepReq	PurRqs	           16562760	                  10	-1	              2	30.09.2022		02.03.2023	02.03.2023	C01	            10458123		B54	EA	            150
			10052999					10052999	SCMMB GRAVOPLY LABEL 'FRONT'	DepReq	ProjSt			-1					02.03.2023	C02	            10458123		BC0	EA	            150
			BB17-080101-64					BB17-080101-64	DOWEL - PIN 6MM DIA (p6) X 20MM LG ST ST	DepReq	ProjSt			-5					02.03.2023	P01	            10458123		BC5	EA	            160
			10050837					10050837	PLATE SPACER, DIA 12.7MM, L=18/18.1MM	DepReq	POitem	         4501739400	                  30	-8	             16			13.12.2022	02.03.2023	M01	            10458123		BC3	EA	            190
			BB87-KC0005-43					BB87-KC0005-43	COPPER EARTH STRAP 6MM^2 M6xM12x1.5M	DepReq	ProjSt			-1					02.03.2023	P02	            10458123		BC5	EA	            150
			BB17-080150-29					BB17-080150-29	EYEBOLT, COLLAR, ISO 3266, M16, 0.8T WLL	DepReq	PurRqs	           16156282	                  10	-3	              6	27.01.2023		02.03.2023	02.03.2023	L01	            10458123		BC5	EA	            189
			10108580					10108580	SCREW HEX, M16X25, A4-80	DepReq	ProjSt			-3					02.03.2023	P01	            10458123		BC5	EA	            176
			10140846					10140846	SHCS HEX, M6X45, A4-80	DepReq	POitem	         4501731587	                 260	-8	             64			25.11.2022	02.03.2023	P01	            10458123		BC5	EA	            216
			10108496					10108496	SHCS HEX, M8X35, A4-80	DepReq	ShpgNt	         4501740336	                  40	-8	             16			09.01.2023	02.03.2023	P01	            10458123		BC5	EA	            216
			10108588					10108588	SHCS HEX, M8X85, A4-80	DepReq	ShpgNt	         4501740336	                  30	-8	             16			09.01.2023	02.03.2023	P01	            10458123		BC5	EA	            232
			10108589					10108589	SHCS HEX, M16X100, A4-80	DepReq	POitem	         4501731587	                 380	-6	             12			17.11.2022	02.03.2023	C02	            10458123		BC5	EA	            216
			10108581					10108581	SCREW HEX, M20X30, A4-80	DepReq	POitem	         4501731587	                 360	-9	             18			25.11.2022	02.03.2023	P01	            10458123		BC5	EA	            216
			BB17-080020-35					BB17-080020-35	COMPOUND, THREAD LOCKING 243, 50ML	DepReq	ProjSt			-1					02.03.2023	C02	            10458123	           15	BC6	EA	            159
			BB20-080015-03					BB20-080015-03	GREASE HIGH TEMP COPPER PASTE	DepReq	POitem	         4501737245	                  10	-1	              2			02.03.2023	02.03.2023	C02	            10458123		BC6	EA	            160
			BB17-080324-07					BB17-080324-07	EPOXY ARALDITE 2014-2 ADHESIVE 200ml	DepReq	POitem	         4501738640	                  20	-1	              2			01.03.2023	02.03.2023	C02	            10458123		BC6	EA	            160
			BB17-080665-22					BB17-080665-22	GLAND NUT  3 8  AE MP	DepReq	ShpgNt	         4501735926	                  40	-22	             50			21.09.2022	02.03.2023	C02	            10458123		BC5	EA	            127
			BB17-080665-23					BB17-080665-23	PLUG 3/8'' MP AUTOCLAVE	DepReq	ShpgNt	         4501735926	                  20	-22	             44			21.09.2022	02.03.2023	C02	            10458123		B02	EA	            128
			BB17-080769-14					BB17-080769-14	GLAND - 3/4"	DepReq	ShpgNt	         4501735926	                  10	-1	              2			21.09.2022	02.03.2023	P02	            10458123		M25	EA
			BB87-080001-38					BB87-080001-38	EARTH STRAP S/SEA 4MM DIA S/STL CABLE	DepReq	POitem	         4501737128	                 120	-10	             20			17.11.2022	02.03.2023	C02	            10458123		BC0	EA	            160
			10108582					10108582	SHCS HEX, M6X12, A4-80	DepReq	ProjSt			-8					02.03.2023	P01	            10458123		BC5	EA	            216
			BS0000822					BS0000822	GLAND 9/16 MP(M) CGLX90	DepReq	ProjSt			-4					02.03.2023	Y01	            10458123	           15	VJ1	EA	            202
			BS0000895					BS0000895	PLUG, 9/16" MP(M), CPX90	DepReq	ProjSt			-4					02.03.2023	Y01	            10458123	           15	M25	EA	            186
			BS0000896					BS0000896	PLUG 3/4" MP(M) CPX120	DepReq	ShpgNt	         4501735926	                  30	-1	              2			21.09.2022	02.03.2023	C02	            10458123		B02	EA	            382
			10213303					10213303	TUBE 3/8"OD x 0.065" WALL LOW S <22HRc	DepReq	ShpgNt	         4501737231	                  20	-1	              6			19.09.2022	02.03.2023	C02	            10458123		M25	M	            186
			BB11-KS1382-01					BB11-KS1382-01	1/4"NB (M) HYD CPLG (S)_3/8" MPAC (F)	DepReq	PurRqs	           17581430	                  10	-20	             20	27.02.2023		02.03.2023	02.03.2023	M01	            10458123		BA1	EA	              1
			BB11-KS1382-02					BB11-KS1382-02	1/4"NB (M) HYD CPLG (S)_9/16" MPAC (F)	DepReq	PurRqs	           17581425	                  10	-2	              2	27.02.2023		02.03.2023	02.03.2023	M01	            10458123		BA1	EA	              1
			BB11-KS1382-51					BB11-KS1382-51	1/4"NB (M) HYD CPLG (WBVP)_3/8" MPAC (F)	DepReq	PurRqs	           17581427	                  10	-3	              3	27.02.2023		02.03.2023	02.03.2023	M01	            10458123		BA1	EA	              1
			BB11-KS1382-52					BB11-KS1382-52	1/4"NB (M)HYD CPLG (WBVP)_9/16" MPAC (F)	DepReq	PurRqs	           17581419	                  10	-2	              2	27.02.2023		02.03.2023	02.03.2023	M01	            10458123		BA1	EA	              1
			BB17-MX0021-01					BB17-MX0021-01	NUT HEX, M6, A4-80	DepReq	ProjSt			-14					02.03.2023	P01	            10458123		BC5	EA	            176
			BB20005-026					BB20005-026	NUT HEX, M12, A4-80	DepReq	PurRqs	           17547080	                  10	-2	              4	26.10.2022		01.03.2023	02.03.2023	C02	            10458123		BC5	EA	            150
			BS0000772					BS0000772	ADPTR 3 8 MP M x 3 4 MP F 20M612K6	DepReq	ShpgNt	         4501738199	                  20	-1	              2			14.10.2022	02.03.2023	C02	            10458123		B02	EA	            210

		10132422						10132422	SCM MOUNTING BASE (SCMMB) - STATOIL	OrdRes	PldOrd	          112501513		-1	              1	21.03.2023	28.03.2023	12.05.2023	12.05.2023	A26	             8451719	           30		EA

			10048665					10048665	BASEPLATE SCMMB (iCON MONOLOCK)	DepReq	PurRqs	           16155770	                  10	-1	              2	30.09.2022		02.03.2023	28.03.2023	M01	            10458124		BC3	EA	            150
			BB18-081012-06					BB18-081012-06	GUIDE LINER - 51MM DIA	DepReq	ProjSt			-2					28.03.2023	M01	            10458124		BC3	EA	            159
			BB18-KC1013-01					BB18-KC1013-01	RECIEVER SPACER MONOLOCK BASE	DepReq	POitem	         4501739406	                  20	-2	              4			08.11.2022	28.03.2023	M01	            10458124		BC3	EA	            233
			BB18-KM0959-01					BB18-KM0959-01	PIN STAND-OFF, DIA=20MM, L=108.3/108.4MM	DepReq	POitem	         4501741688	                  20	-4	              8			28.12.2022	28.03.2023	M01	            10458124		BC3	EA	            190
			10050691					10050691	MOUNTING PLATE ELECTRICAL CONNECTOR 4WAY	DepReq	POitem	         4501738528	                  20	-2	              4			18.11.2022	28.03.2023	C03	            10458124		BC3	EA	            150
			10062316					10062316	RECEIVER (SHORT) - LOCKDOWN PROBE	DepReq	POitem	         4501733211	                  20	-1	              2			30.12.2022	28.03.2023	M01	            10458124		U30	EA	            219
			BB18-081052-01					BB18-081052-01	RETAINING PLATE RECEIVER	DepReq	POitem	         4501741691	                  20	-1	              2			21.12.2022	28.03.2023	M01	            10458124		BC3	EA	             96
			BB17-080101-68					BB17-080101-68	DOWEL - PIN 20MM DIA (P6) X 60MM LG ST S	DepReq	ProjSt			-2					28.03.2023	P01	            10458124		BC5	EA	            202
			10109267					10109267	SCMMB PROTECTIVE COVER (MONOLOCK)	DepReq	PurRqs	           16562760	                  10	-1	              2	30.09.2022		02.03.2023	28.03.2023	C01	            10458124		B54	EA	            150
			10052999					10052999	SCMMB GRAVOPLY LABEL 'FRONT'	DepReq	ProjSt			-1					28.03.2023	C02	            10458124		BC0	EA	            150
			BB17-080101-64					BB17-080101-64	DOWEL - PIN 6MM DIA (p6) X 20MM LG ST ST	DepReq	ProjSt			-5					28.03.2023	P01	            10458124		BC5	EA	            160
			10050837					10050837	PLATE SPACER, DIA 12.7MM, L=18/18.1MM	DepReq	POitem	         4501739400	                  30	-8	             16			13.12.2022	28.03.2023	M01	            10458124		BC3	EA	            190
			BB87-KC0005-43					BB87-KC0005-43	COPPER EARTH STRAP 6MM^2 M6xM12x1.5M	DepReq	ProjSt			-1					28.03.2023	P02	            10458124		BC5	EA	            150
			BB17-080150-29					BB17-080150-29	EYEBOLT, COLLAR, ISO 3266, M16, 0.8T WLL	DepReq	PurRqs	           16156282	                  10	-3	              6	27.01.2023		02.03.2023	28.03.2023	L01	            10458124		BC5	EA	            189
			10108580					10108580	SCREW HEX, M16X25, A4-80	DepReq	ProjSt			-3					28.03.2023	P01	            10458124		BC5	EA	            176
			10140846					10140846	SHCS HEX, M6X45, A4-80	DepReq	POitem	         4501731587	                 260	-8	             64			25.11.2022	28.03.2023	P01	            10458124		BC5	EA	            216
			10108496					10108496	SHCS HEX, M8X35, A4-80	DepReq	ShpgNt	         4501740336	                  40	-8	             16			09.01.2023	28.03.2023	P01	            10458124		BC5	EA	            216
			10108588					10108588	SHCS HEX, M8X85, A4-80	DepReq	ShpgNt	         4501740336	                  30	-8	             16			09.01.2023	28.03.2023	P01	            10458124		BC5	EA	            232
			10108589					10108589	SHCS HEX, M16X100, A4-80	DepReq	POitem	         4501731587	                 380	-6	             12			17.11.2022	28.03.2023	C02	            10458124		BC5	EA	            216
			10108581					10108581	SCREW HEX, M20X30, A4-80	DepReq	POitem	         4501731587	                 360	-9	             18			25.11.2022	28.03.2023	P01	            10458124		BC5	EA	            216
			BB17-080020-35					BB17-080020-35	COMPOUND, THREAD LOCKING 243, 50ML	DepReq	ProjSt			-1					28.03.2023	C02	            10458124	           15	BC6	EA	            159
			BB20-080015-03					BB20-080015-03	GREASE HIGH TEMP COPPER PASTE	DepReq	POitem	         4501737245	                  10	-1	              2			02.03.2023	28.03.2023	C02	            10458124		BC6	EA	            160
			BB17-080324-07					BB17-080324-07	EPOXY ARALDITE 2014-2 ADHESIVE 200ml	DepReq	POitem	         4501738640	                  20	-1	              2			01.03.2023	28.03.2023	C02	            10458124		BC6	EA	            160
			BB17-080665-22					BB17-080665-22	GLAND NUT  3 8  AE MP	DepReq	ShpgNt	         4501735926	                  40	-22	             50			21.09.2022	28.03.2023	C02	            10458124		BC5	EA	            127
			BB17-080665-23					BB17-080665-23	PLUG 3/8'' MP AUTOCLAVE	DepReq	ShpgNt	         4501735926	                  20	-22	             44			21.09.2022	28.03.2023	C02	            10458124		B02	EA	            128
			BB17-080769-14					BB17-080769-14	GLAND - 3/4"	DepReq	ShpgNt	         4501735926	                  10	-1	              2			21.09.2022	28.03.2023	P02	            10458124		M25	EA
			BB87-080001-38					BB87-080001-38	EARTH STRAP S/SEA 4MM DIA S/STL CABLE	DepReq	POitem	         4501737128	                 120	-10	             20			17.11.2022	28.03.2023	C02	            10458124		BC0	EA	            160
			10108582					10108582	SHCS HEX, M6X12, A4-80	DepReq	ProjSt			-8					28.03.2023	P01	            10458124		BC5	EA	            216
			BS0000822					BS0000822	GLAND 9/16 MP(M) CGLX90	DepReq	ProjSt			-4					28.03.2023	Y01	            10458124	           15	VJ1	EA	            202
			BS0000895					BS0000895	PLUG, 9/16" MP(M), CPX90	DepReq	ProjSt			-4					28.03.2023	Y01	            10458124	           15	M25	EA	            186
			BS0000896					BS0000896	PLUG 3/4" MP(M) CPX120	DepReq	ShpgNt	         4501735926	                  30	-1	              2			21.09.2022	28.03.2023	C02	            10458124		B02	EA	            382
			10213303					10213303	TUBE 3/8"OD x 0.065" WALL LOW S <22HRc	DepReq	ShpgNt	         4501737231	                  20	-1	              6			19.09.2022	28.03.2023	C02	            10458124		M25	M	            186
			BB11-KS1382-01					BB11-KS1382-01	1/4"NB (M) HYD CPLG (S)_3/8" MPAC (F)	DepReq	PurRqs	           17581431	                  10	-20	             20	23.03.2023		28.03.2023	28.03.2023	M01	            10458124		BA1	EA	              1
			BB11-KS1382-02					BB11-KS1382-02	1/4"NB (M) HYD CPLG (S)_9/16" MPAC (F)	DepReq	PurRqs	           17581426	                  10	-2	              2	23.03.2023		28.03.2023	28.03.2023	M01	            10458124		BA1	EA	              1
			BB11-KS1382-51					BB11-KS1382-51	1/4"NB (M) HYD CPLG (WBVP)_3/8" MPAC (F)	DepReq	PurRqs	           17581428	                  10	-3	              3	23.03.2023		28.03.2023	28.03.2023	M01	            10458124		BA1	EA	              1
			BB11-KS1382-52					BB11-KS1382-52	1/4"NB (M)HYD CPLG (WBVP)_9/16" MPAC (F)	DepReq	PurRqs	           17581420	                  10	-2	              2	23.03.2023		28.03.2023	28.03.2023	M01	            10458124		BA1	EA	              1
			BB17-MX0021-01					BB17-MX0021-01	NUT HEX, M6, A4-80	DepReq	ProjSt			-14					28.03.2023	P01	            10458124		BC5	EA	            176
			BB20005-026					BB20005-026	NUT HEX, M12, A4-80	DepReq	PurRqs	           17547080	                  10	-2	              4	26.10.2022		01.03.2023	28.03.2023	C02	            10458124		BC5	EA	            150
			BS0000772					BS0000772	ADPTR 3 8 MP M x 3 4 MP F 20M612K6	DepReq	ShpgNt	         4501738199	                  20	-1	              2			14.10.2022	28.03.2023	C02	            10458124		B02	EA	            210

		10103043						10103043	HUB FCM UPPER 2x5"+2x2"+4HC28 FORGING	OrdRes	POitem	         4501732438	                  30	-2	              2			26.12.2022	01.05.2023	P02	             8591869		BC2	EA	            160
		10135082						10135082	STANDARD CONFIG. XMT  W/O FCM	OrdRes	PldOrd	          112501510		-1	              1	05.04.2023	08.05.2023	15.09.2023	15.09.2023	P02	             8591869	           90	BC5	EA

			10126522					10126522	XMT STRUCTURE FRAME, ASSEMBLY	DepReq	PurRqs	           16929867	                  10	-1	              2	14.09.2022		19.04.2023	08.05.2023	P02	            10457935		BC4	EA	            180
			10360043					10360043	SPOOL ASY,18 3/4"INT.2 1/16"&5 1/8" VLVS	DepReq	PldOrd	          112501532		-1	              1	20.03.2023	18.04.2023	08.05.2023	08.05.2023	A22	            10457935	           10		EA

				10360042				10360042	SPOOL, CRITICAL BOLTS ASSEMBLY	DepReq	PldOrd	          112501538		-1	              1	02.03.2023	30.03.2023	18.04.2023	18.04.2023	A23	            10458514	           10		EA
