
Project							Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
			10215896				10215896	WEARBAND, 95,4X101,6X12,7, PA	DepReq	ShpgNt	         4501741525	                  50	-2	              8			13.02.2023	06.07.2023	C02	            10456579		B02	EA	            180
			10227060				10227060	BU-RING, 86,31x95,61x1,93, POM	DepReq	ShpgNt	         4501741525	                  20	-8	             80			13.02.2023	06.07.2023	C02	            10456579		B02	EA	            180
			10227028				10227028	BU-RING, 95,83x105,13x1,93, POM	DepReq	ShpgNt	         4501741525	                  10	-2	              8			13.02.2023	06.07.2023	C02	            10456579		B02	EA	            180
			10227029				10227029	BU-RING, 248,36x257,66x1,93, POM	DepReq	ShpgNt	         4501741525	                  60	-8	             32			13.02.2023	06.07.2023	C02	            10456579		B02	EA	            180
			10073464				10073464	SPECIAL NUT, FIBAP, MACH	DepReq	PurRqs	           17557889	                  10	-1	              1	08.02.2023		06.07.2023	06.07.2023	U01	            10456579		BC8	EA	            120

				BBFJD002364			BBFJD002364	BAR OCA FORJ DIA 15 1/2" / 10 1/4" 4130	SubReq	POitem	         4501740493	                  60	-0,230	          1,380			28.02.2023	08.02.2023	F01	            10459435		BC3	M	            180

			10355887				10355887	MACH, HANDLING JOINT	DepReq	PurRqs	           17557443	                  10	-1	              1	08.02.2023		06.07.2023	06.07.2023	M01	            10456579		BC8	EA	            120

				BBFJD001417			BBFJD001417	BAR RED FORJ DIA 12 3/4" 4130	SubReq	POitem	         4501740493	                  20	-1,100	          5,500			07.03.2023	08.02.2023	F01	            10458892		BC2	M	            180

			BBPSC014001				BBPSC014001	PF S/CAB SEXT INT 1/2" X 1.1/4" AISI 316	DepReq	POitem	         4501742745	                 110	-4	             24			24.02.2023	06.07.2023	P01	            10456579		BC5	EA	            180
			10203468				10203468	SHACKLE GUNNEBO G-5263 - 120 TON	DepReq	PurRqs	           16969414	                  10	-1	              5	07.09.2022		08.02.2023	06.07.2023	L01	            10456579		BC5	EA	            120
			10128779				10128779	MACH, SOFT  LANDING PISTON, TRT 10 KSI	DepReq	PurRqs	           17558326	                  10	-3	              3	26.01.2023		06.07.2023	06.07.2023	U04	            10456579		BC8	EA	            135

				BBFJD001312			BBFJD001312	BAR RED FORJ DIA 4 1/8" 4130	SubReq	POitem	         4501740500	                  40	-0,660	          2,640			24.01.2023	26.01.2023	F01	            10459794		BC2	M	            115

			10132010				10132010	WEAR RING, PISTON, PARKER, WPT, DIA 3.75	DepReq	ShpgNt	         4501741525	                  80	-6	             24			18.04.2023	06.07.2023	C02	            10456579		B02	EA	            180
			BBANV000968				BBANV000968	O'RING REF PARKER 2-340 90 SH A	DepReq	ShpgNt	         4501741525	                  70	-6	             56			13.02.2023	06.07.2023	C02	            10456579		B02	EA	            174
			10227060				10227060	BU-RING, 86,31x95,61x1,93, POM	DepReq	ShpgNt	         4501741525	                  20	-12	             80			13.02.2023	06.07.2023	C02	            10456579		B02	EA	            180

		10352703					10352703	ASSY, STABPLATES SYSTEM FOR FSIANM	OrdRes	PldOrd	          112503018		-1	              1	20.03.2023	18.04.2023	28.04.2023	30.04.2023	Y01	             8797722	            5	BC8	EA	            500

			10350160				10350160	RIMS TRANSFER 0 WAY 0 POP (PSM)	DepReq	POitem	         4501742848	                  20	-2	              4			09.05.2023	18.04.2023	S03	            10456673	           10	BA1	EA	            260
			10356203				10356203	RIMS, I/B 14W 2HP(V) 11LP(V) (PSM)	DepReq	POitem	         4501742848	                  40	-1	              4			09.05.2023	18.04.2023	S03	            10456673	           10	BA1	EA	            260
			10356202				10356202	RIMS,IB 14W 2HP(S)5LP(S)2LP(V)4AC (PSM)	DepReq	POitem	         4501742848	                  50	-1	              4			09.05.2023	18.04.2023	S03	            10456673		BA1	EA	            260
			10083175				10083175	HEXSO SCR,5/8-11x2.1/4,AISI316	DepReq	POitem	         4501742745	                  20	-32	            128			05.04.2023	18.04.2023	P01	            10456673		BC5	EA	            159
			BBPOR091002				BBPOR091002	HVY NUT, 5/8-11, AISI316	DepReq	POitem	         4501742745	                  90	-32	            128			18.04.2023	18.04.2023	P01	            10456673		BC5	EA	            159

		10333522					10333522	ASSY, SIMPLIFIED TREE RUNNING TOOL	OrdRes	PldOrd	          112487043		-1	              1	06.07.2023	13.07.2023	15.09.2023	15.09.2023	A41	             8797723	           45	BC8	EA

			10352394				10352394	MACH, MAIN BODY, SIMPLIFIED TRT	DepReq	PldOrd	          112486054		-1	              1	24.02.2023	03.03.2023	13.07.2023	13.07.2023	M11	            10456580	           90	BC8	EA
			10352395				10352395	MACH, UPPER BODY, STRT	DepReq	PurRqs	           17555922	                  10	-1	              1	31.01.2023		13.07.2023	13.07.2023	U01	            10456580		BC8	EA	            135

				10355877			10355877	UPPER BODY PLATE, FORGING	SubReq	POitem	         4501740493	                  70	-1	              4			07.03.2023	31.01.2023	F01	            10457804		BC2	EA	            180

			10119171				10119171	LOAD KEY, MACHINING	DepReq	PurRqs	           17555589	                  10	-1	              1	07.02.2023		13.07.2023	13.07.2023	U04	            10456580		BC8	EA	            130

				BBFJD003085			BBFJD003085	BAR CHATA FORJ 3 1/2" X 2 1/2" 4130	SubReq	POitem	         4501740497	                  20	-0,150	          0,600			16.02.2023	07.02.2023	F01	            10457324		BC2	M	            115

			10119111				10119111	STEM - 490.5mm, MACHINING	DepReq	PurRqs	           17556094	                  10	-2	              2	31.01.2023		13.07.2023	13.07.2023	U04	            10456580		BC8	EA	            135

				BBBAR035012			BBBAR035012	BAR RED AISI E4340H DIA 55,0 MM	SubReq	POitem	         4501740500	                  30	-1,040	          4,160			24.01.2023	31.01.2023	F01	            10457696		BC2	M	            115

			10352449				10352449	MACH, EXTERNAL SLEEVE	DepReq	PurRqs	           17556986	                  10	-4	              4	24.02.2023		13.07.2023	13.07.2023	M01	            10456580		BC4	EA	            114
			10314013				10314013	MACH, GUIDE PIN, 80K	DepReq	PurRqs	           17557952	                  10	-4	              4	10.03.2023		13.07.2023	13.07.2023	U01	            10456580		BC8	EA	            100

				BBFJD003063			BBFJD003063	BAR CHATA FORJ 3" X 6" 4130	SubReq	PurRqs	           17533411	                  10	-0,480	          2,080	20.10.2022		03.03.2023	10.03.2023	F01	            10459553		BC2	M	            115

			10352447				10352447	ASSY, ROV PANEL I, STRT	DepReq	PurRqs	           17497878	                  20	-1	              1	16.12.2022		22.06.2023	13.07.2023	A23	            10456580	           10	BC4	EA	            165

				BBPFE014282			BBPFE014282	CSK HEX SCR, 3/8-16x1.3/8-FT, AISI316	SubReq	PurRqs	           17363575	                  10	-28	            400	27.09.2022		09.01.2023	31.03.2023	P01	            10329890		BC5	EA	            192
				BBPOR091016			BBPOR091016	HVY NUT, 3/8-16, AISI316	SubReq	PurRqs	           17363593	                  10	-28	            420	27.09.2022		09.01.2023	31.03.2023	P01	            10329890		BC5	EA	            192
				BBPFE014282			BBPFE014282	CSK HEX SCR, 3/8-16x1.3/8-FT, AISI316	SubReq	PurRqs	           17363575	                  10	-8	            400	27.09.2022		09.01.2023	31.03.2023	P01	            10329890		BC5	EA	            192
				BBPOR091016			BBPOR091016	HVY NUT, 3/8-16, AISI316	SubReq	PurRqs	           17363593	                  10	-8	            420	27.09.2022		09.01.2023	31.03.2023	P01	            10329890		BC5	EA	            192
				BBPOR085005			BBPOR085005	POR SEXT PES 1" ASTM A194 GR 2HM	SubReq	PurRqs	           17363380	                  10	-2	             41	27.09.2022		09.01.2023	31.03.2023	P01	            10329890		BC5	EA	            120
				BBPFC029220			BBPFC029220	HEXSO SCR,3/8-16x1,AISI316	SubReq	PurRqs	           17363678	                  10	-8	            248	27.09.2022		09.01.2023	31.03.2023	P01	            10329890		BC5	EA	            192
				BBARR007018			BBARR007018	PL WSHR, 1/4, B18.22.1-A, AISI316	SubReq	PurRqs	           17363688	                  10	-24	            176	27.09.2022		09.01.2023	31.03.2023	P01	            10329890		BC5	EA	            135
				10114449			10114449	DIRECTIONAL BALL VALVE, CON MP 9/16" OD	SubReq	PurRqs	           17363703	                  10	-6	             42	27.09.2022		09.01.2023	31.03.2023	V01	            10329890		BC0	EA	            159
				BBARR004005			BBARR004005	PL WSHR, 10,5, B18.22.1-A, AISI316	SubReq	PurRqs	           17363713	                  10	-12	             84	27.09.2022		09.01.2023	31.03.2023	L02	            10329890		BC5	EA	            150
				BBPFC034230			BBPFC034230	HEXSO SCR, 1/4-20x2.1/2-FT, AISI316	SubReq	PurRqs	           17363708	                  10	-24	            168	27.09.2022		09.01.2023	31.03.2023	P01	            10329890		BC5	EA	            160
				BBPFC029220			BBPFC029220	HEXSO SCR,3/8-16x1,AISI316	SubReq	PurRqs	           17363678	                  10	-12	            248	27.09.2022		09.01.2023	31.03.2023	P01	            10329890		BC5	EA	            192
				BBPOR091019			BBPOR091019	HVY NUT,1/4-20,AISI316	SubReq	PurRqs	           17366996	                  10	-24	            145	04.10.2022		15.02.2023	31.03.2023	P01	            10329890		BC5	EA	            160

			10356558				10356558	ASSY, ROV PANEL II, STRT	DepReq	PurRqs	           17498016	                  20	-1	              1	08.12.2022		14.06.2023	13.07.2023	A23	            10456580	           10	BC4	EA	            165

				BBPFE014282			BBPFE014282	CSK HEX SCR, 3/8-16x1.3/8-FT, AISI316	SubReq	PurRqs	           17363575	                  10	-16	            400	27.09.2022		09.01.2023	31.03.2023	P01	            10329893		BC5	EA	            192
				BBPOR091016			BBPOR091016	HVY NUT, 3/8-16, AISI316	SubReq	PurRqs	           17363593	                  10	-16	            420	27.09.2022		09.01.2023	31.03.2023	P01	            10329893		BC5	EA	            192
				BBPFE014282			BBPFE014282	CSK HEX SCR, 3/8-16x1.3/8-FT, AISI316	SubReq	PurRqs	           17363575	                  10	-28	            400	27.09.2022		09.01.2023	31.03.2023	P01	            10329893		BC5	EA	            192
				BBPOR091016			BBPOR091016	HVY NUT, 3/8-16, AISI316	SubReq	PurRqs	           17363593	                  10	-28	            420	27.09.2022		09.01.2023	31.03.2023	P01	            10329893		BC5	EA	            192
				BBPOR085005			BBPOR085005	POR SEXT PES 1" ASTM A194 GR 2HM	SubReq	PurRqs	           17363380	                  10	-7	             41	27.09.2022		09.01.2023	31.03.2023	P01	            10329893		BC5	EA	            120
				BBPFC029220			BBPFC029220	HEXSO SCR,3/8-16x1,AISI316	SubReq	PurRqs	           17363678	                  10	-28	            248	27.09.2022		09.01.2023	31.03.2023	P01	            10329893		BC5	EA	            192
				BBARR007018			BBARR007018	PL WSHR, 1/4, B18.22.1-A, AISI316	SubReq	PurRqs	           17363688	                  10	-8	            176	27.09.2022		09.01.2023	31.03.2023	P01	            10329893		BC5	EA	            135
				10114449			10114449	DIRECTIONAL BALL VALVE, CON MP 9/16" OD	SubReq	PurRqs	           17363703	                  10	-2	             42	27.09.2022		09.01.2023	31.03.2023	V01	            10329893		BC0	EA	            159
				BBARR004005			BBARR004005	PL WSHR, 10,5, B18.22.1-A, AISI316	SubReq	PurRqs	           17363713	                  10	-4	             84	27.09.2022		09.01.2023	31.03.2023	L02	            10329893		BC5	EA	            150
				BBPFC034230			BBPFC034230	HEXSO SCR, 1/4-20x2.1/2-FT, AISI316	SubReq	PurRqs	           17363708	                  10	-8	            168	27.09.2022		09.01.2023	31.03.2023	P01	            10329893		BC5	EA	            160
				BBPFC029220			BBPFC029220	HEXSO SCR,3/8-16x1,AISI316	SubReq	PurRqs	           17363678	                  10	-4	            248	27.09.2022		09.01.2023	31.03.2023	P01	            10329893		BC5	EA	            192
				BBPOR091019			BBPOR091019	HVY NUT,1/4-20,AISI316	SubReq	PurRqs	           17366996	                  10	-8	            145	04.10.2022		15.02.2023	31.03.2023	P01	            10329893		BC5	EA	            160

			10352445				10352445	WLDMT, HYD JUMPER FRAME, STRT	DepReq	PurRqs	           17458413	                  10	-2	              8	03.11.2022		27.04.2023	13.07.2023	M01	            10456580		BC4	EA	            114
			10356620				10356620	WLDMT, REMOVABLE PLATE STABPLATE T-HID	DepReq	PurRqs	           17333222	                  10	-1	              4	14.10.2022		08.03.2023	13.07.2023	M01	            10456580		BC4	EA	            114
			10356557				10356557	WLDMT, T-WO JUMPER FRAME, STRT	DepReq	PurRqs	           17556248	                  10	-1	              1	24.02.2023		13.07.2023	13.07.2023	M01	            10456580		BC4	EA	            114
			10356621				10356621	WLDMT, REMOVABLE STABPLATE T-WO	DepReq	PurRqs	           17333270	                  10	-1	              4	10.10.2022		29.03.2023	13.07.2023	M01	            10456580		BC4	EA	            114
			10356623				10356623	WLDMT, UPPER GRID	DepReq	PurRqs	           17458405	                  10	-2	              8	03.11.2022		27.04.2023	13.07.2023	M01	            10456580		BC4	EA	            114
			10356622				10356622	WLDMT, BULLSEYE LEVEL FRAME	DepReq	PurRqs	           17458421	                  10	-1	              4	03.11.2022		27.04.2023	13.07.2023	M01	            10456580		BC4	EA	            114
			10128972				10128972	MACH, SOFTLANDING NUT, TRT	DepReq	PurRqs	           17557686	                  10	-3	              3	31.01.2023		13.07.2023	13.07.2023	U04	            10456580		BC8	EA	            135

				10060300			10060300	HOLLOW BAR, 5-1/4"x 2-1/4",4130 80K PSL3	SubReq	POitem	         4501742117	                  40	-0,180	          0,720			02.02.2023	31.01.2023	F01	            10459286		BC2	M	            150

			10355883				10355883	MACH, STAB, AX 2"	DepReq	PurRqs	           17555596	                  10	-1	              1	24.02.2023		13.07.2023	13.07.2023	M01	            10456580		BC3	EA	            114
			10355882				10355882	MACH, STAB, AX 5"	DepReq	PurRqs	           17555685	                  10	-1	              1	24.02.2023		13.07.2023	13.07.2023	M01	            10456580		BC3	EA	            114
			10356568				10356568	MACH, AX2 STAB RETAINER	DepReq	PurRqs	           17555606	                  10	-1	              1	24.02.2023		13.07.2023	13.07.2023	M01	            10456580		BC3	EA	            114
			10356569				10356569	MACH, AX5 STAB RETAINER	DepReq	PurRqs	           17555689	                  10	-1	              1	24.02.2023		13.07.2023	13.07.2023	M01	            10456580		BC3	EA	            114
			10356806				10356806	DISC SPRING AX	DepReq	PurRqs	           17556151	                  10	-6	              6	22.12.2022		13.07.2023	13.07.2023	Y01	            10456580		BC3	EA	            180
			10352473				10352473	HYDRAULIC DIAGRAM, SIMPLIFIED TRT	DepReq	PldOrd	          112487386		-1	              1	29.05.2023	27.06.2023	13.07.2023	13.07.2023	A23	            10456580	           10	BC8	EA	             15

				10108251			10108251	REDUCING UNION FOR TUBE OD 1/2"xOD 3/8"	DepReq	PurRqs	           17294827	                  10	-1	              4	03.10.2022		28.03.2023	27.06.2023	C02	            10457977		BC5	EA	            159
